entry_time,exit_time,entry_price,exit_price,qty_btc,notional_eur,sl_price,tp_price,pnl_eur,pnl_pct_of_account,confidence,prob_up,close_reason,bars_held,exit_month,balance_after,gross_gain_eur,gross_loss_eur
2026-03-12 02:00:00,2026-03-12 14:00:00,69334.33,69529.35,0.327998,22741.52,68466.91,71069.17,63.97,0.281,0.8773,0.8773,TIME_EXIT,12,2026-03,24002.41,63.97,0.0
2026-03-12 14:00:00,2026-03-13 00:00:00,69529.35,70950.97,0.327952,22802.29,68818.54,70950.97,466.22,2.045,0.852,0.852,TAKE_PROFIT,10,2026-03,24468.63,466.22,0.0
2026-03-13 02:00:00,2026-03-13 10:00:00,71166.27,72489.69,0.326632,23245.2,70203.81,73091.17,432.27,1.86,0.787,0.787,SHORT_SIGNAL_SPOT_EXIT,8,2026-03,24900.9,432.27,0.0
2026-03-13 15:00:00,2026-03-13 16:00:00,71798.34,71934.09,0.329476,23655.86,70922.77,73549.47,44.73,0.189,0.7929,0.7929,SHORT_SIGNAL_SPOT_EXIT,1,2026-03,24945.63,44.73,0.0
2026-03-13 17:00:00,2026-03-13 20:00:00,71003.57,71357.4,0.333763,23698.35,70004.15,73002.41,118.09,0.498,0.6942,0.6942,SHORT_SIGNAL_SPOT_EXIT,3,2026-03,25063.72,118.09,0.0
2026-03-14 00:00:00,2026-03-14 04:00:00,70684.99,71032.55,0.336854,23810.54,69737.05,72580.89,117.08,0.492,0.8308,0.8308,SHORT_SIGNAL_SPOT_EXIT,4,2026-03,25180.8,117.08,0.0
2026-03-14 06:00:00,2026-03-14 18:00:00,70656.88,70702.71,0.338562,23921.76,70055.61,71859.4,15.52,0.065,0.7655,0.7655,TIME_EXIT,12,2026-03,25196.32,15.52,0.0
2026-03-14 18:00:00,2026-03-15 02:00:00,70702.71,71367.17,0.338551,23936.5,70370.48,71367.17,224.95,0.94,0.7172,0.7172,TAKE_PROFIT,8,2026-03,25421.27,224.95,0.0
2026-03-15 02:00:00,2026-03-15 14:00:00,71461.34,71611.02,0.337948,24150.21,71117.1,72149.83,50.58,0.209,0.716,0.716,TIME_EXIT,12,2026-03,25471.85,50.58,0.0
2026-03-15 14:00:00,2026-03-15 22:00:00,71611.02,72396.84,0.337913,24198.26,71218.1,72396.84,265.54,1.097,0.6536,0.6536,TAKE_PROFIT,8,2026-03,25737.39,265.54,0.0
2026-03-15 23:00:00,2026-03-16 04:00:00,72779.0,74026.78,0.335956,24450.52,72155.11,74026.78,419.2,1.714,0.6922,0.6922,TAKE_PROFIT,5,2026-03,26156.59,419.2,0.0
2026-03-16 07:00:00,2026-03-16 13:00:00,73494.09,74043.65,0.338106,24848.76,72552.66,75376.96,185.81,0.748,0.7408,0.7408,SHORT_SIGNAL_SPOT_EXIT,6,2026-03,26342.4,185.81,0.0
2026-03-16 14:00:00,2026-03-17 00:00:00,73457.05,75311.53,0.340679,25025.28,72529.8,75311.53,631.78,2.525,0.7077,0.7077,TAKE_PROFIT,10,2026-03,26974.18,631.78,0.0
2026-03-17 03:00:00,2026-03-17 13:00:00,74423.71,73490.31,0.344319,25625.48,73490.31,76290.52,-321.39,-1.254,0.7442,0.7442,STOP_LOSS,10,2026-03,26652.8,0.0,-321.39
2026-03-17 13:00:00,2026-03-17 20:00:00,73668.18,74568.01,0.343705,25320.16,72864.4,75275.73,309.28,1.221,0.7961,0.7961,SHORT_SIGNAL_SPOT_EXIT,7,2026-03,26962.07,309.28,0.0
2026-03-17 23:00:00,2026-03-18 04:00:00,73940.07,74185.95,0.346415,25613.97,73173.53,75473.15,85.17,0.333,0.7012,0.7012,SHORT_SIGNAL_SPOT_EXIT,5,2026-03,27047.25,85.17,0.0
2026-03-19 08:00:00,2026-03-19 12:00:00,69981.78,69387.16,0.367165,25694.88,69387.16,71171.03,-218.33,-0.85,0.7289,0.7289,STOP_LOSS,4,2026-03,26828.92,0.0,-218.33
2026-03-19 12:00:00,2026-03-19 19:00:00,69308.41,70554.06,0.36774,25487.48,68685.59,70554.06,458.07,1.797,0.7552,0.7552,TAKE_PROFIT,7,2026-03,27286.99,458.07,0.0
2026-03-20 00:00:00,2026-03-20 12:00:00,70232.03,70321.73,0.3691,25922.65,69383.09,71929.92,33.11,0.128,0.8279,0.8279,TIME_EXIT,12,2026-03,27320.1,33.11,0.0
2026-03-20 16:00:00,2026-03-20 22:00:00,69862.08,70791.71,0.371505,25954.1,69170.45,71245.34,345.36,1.331,0.7653,0.7653,SHORT_SIGNAL_SPOT_EXIT,6,2026-03,27665.47,345.36,0.0
2026-03-23 00:00:00,2026-03-23 11:00:00,67718.25,69023.82,0.388111,26282.19,67065.46,69023.82,506.71,1.928,0.8548,0.8548,TAKE_PROFIT,11,2026-03,28172.17,506.71,0.0
2026-03-23 11:00:00,2026-03-23 13:00:00,70063.98,71410.31,0.376913,26408.05,68942.82,72306.32,507.45,1.922,0.7207,0.7207,SHORT_SIGNAL_SPOT_EXIT,2,2026-03,28679.62,507.45,0.0
2026-03-23 15:00:00,2026-03-24 03:00:00,70131.59,70523.75,0.33511,23501.82,68847.85,72699.07,131.42,0.559,0.6816,0.6816,TIME_EXIT,12,2026-03,28811.04,131.42,0.0
2026-03-24 04:00:00,2026-03-24 12:00:00,70376.32,70936.03,0.388916,27370.49,69666.92,71795.11,217.68,0.795,0.8132,0.8132,SHORT_SIGNAL_SPOT_EXIT,8,2026-03,29028.72,217.68,0.0
2026-03-24 13:00:00,2026-03-24 16:00:00,70017.38,69400.37,0.393863,27577.28,69400.37,71251.41,-243.02,-0.881,0.7134,0.7134,STOP_LOSS,3,2026-03,28785.7,0.0,-243.02
2026-03-24 16:00:00,2026-03-25 00:00:00,69452.98,70841.7,0.39374,27346.42,68758.63,70841.7,546.79,2.0,0.737,0.737,TAKE_PROFIT,8,2026-03,29332.49,546.79,0.0
2026-03-25 02:00:00,2026-03-25 12:00:00,70483.57,71682.57,0.395353,27865.87,69678.9,72092.92,474.03,1.701,0.6563,0.6563,SHORT_SIGNAL_SPOT_EXIT,10,2026-03,29806.52,474.03,0.0
2026-03-25 15:00:00,2026-03-25 16:00:00,70834.32,71291.73,0.399752,28316.2,70243.85,72015.27,182.85,0.646,0.6971,0.6971,SHORT_SIGNAL_SPOT_EXIT,1,2026-03,29989.37,182.85,0.0
2026-03-25 20:00:00,2026-03-26 00:00:00,70991.02,71243.41,0.401317,28489.91,70284.63,72403.8,101.29,0.356,0.722,0.722,SHORT_SIGNAL_SPOT_EXIT,4,2026-03,30090.66,101.29,0.0
2026-03-27 17:00:00,2026-03-28 05:00:00,65604.5,66309.6,0.435734,28586.13,64794.13,67225.25,307.24,1.075,0.6634,0.6634,TIME_EXIT,12,2026-03,30397.9,307.24,0.0
2026-03-30 00:00:00,2026-03-30 04:00:00,66259.03,67543.88,0.435835,28878.0,65616.61,67543.88,559.98,1.939,0.8478,0.8478,TAKE_PROFIT,4,2026-03,30957.88,559.98,0.0
2026-03-30 13:00:00,2026-03-30 16:00:00,67478.32,67274.59,0.435843,29409.99,66843.55,68747.86,-88.79,-0.302,0.7046,0.7046,SHORT_SIGNAL_SPOT_EXIT,3,2026-03,30869.09,0.0,-88.79
2026-03-31 00:00:00,2026-03-31 09:00:00,67084.8,66421.33,0.437143,29325.63,66421.33,68411.74,-290.03,-0.989,0.8689,0.8689,STOP_LOSS,9,2026-03,30579.06,0.0,-290.03
2026-03-31 09:00:00,2026-03-31 14:00:00,66037.69,67475.33,0.439902,29050.1,65318.87,67475.33,632.42,2.177,0.765,0.765,TAKE_PROFIT,5,2026-03,31211.48,632.42,0.0
2026-03-31 14:00:00,2026-03-31 17:00:00,66552.48,68262.35,0.445527,29650.9,65697.55,68262.35,761.79,2.569,0.7692,0.7692,TAKE_PROFIT,3,2026-03,31973.27,761.79,0.0
2026-03-31 17:00:00,2026-03-31 23:00:00,67426.05,68211.08,0.450488,30374.6,66462.28,69353.61,353.64,1.164,0.817,0.817,FORCED_Q1_END_CLOSE,6,2026-03,32326.91,353.64,0.0
